Property Name,ZIP Code,Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft)
33 North LaSalle Street,60602,4,LOOP,Office,477171,1929,1,,53,16081291.7,25677655.6,,1292400,90.2,153.3,90.5,153.7,4107.3,8.6
20 N State,60602,,Loop,Multifamily Housing,211608,1930,1,,53,7758165,10852617,,,87.9,169,93.9,176.3,2010.9,9.5
177 North State,60601,,LOOP,Office,64967,1872,1,,5,8413429,116544,,,131.3,408.5,134.2,416.7,1561.8,24
RiverView Condominium Association,60611,,NEAR NORTH SIDE,Multifamily Housing,831220,2000,2,,27,28501971.4,29306000.8,,,69.5,144.7,72.8,149.8,6810.1,8.2
St. Bernard Ambulatory Care Center,60621,,Englewood,Medical Office,66634,2016,1,,72,3162925,2661044.1,,,87.4,191,91.5,192.9,724.3,10.9
5107 S Blackstone,60615,,Hyde Park,Multifamily Housing,83819,1990,1,,56,1624726.2,5827167,,,88.9,133.9,98.3,144.5,609.9,7.3
"Foxboro Properties, LLC",60621,,ENGLEWOOD,Office,85641,1995,1,,72,4866463.9,1237073.6,,,71.3,193.6,72.7,193.4,962.7,11.2
26 North Halsted,60661,,NEAR WEST SIDE,Office,57251,1984,1,,13,8435590,2739951.6,,,195.2,512.9,196.4,510.3,1700.4,29.7
Hilliard Homes Phase II Limited Partnership (Family),60616,,NEAR SOUTH SIDE,Multifamily Housing,169000,1966,1,,53,3668524.4,12985134.6,,,98.5,148.8,104.2,152.2,1365.9,8.1
Auburn Commons,60620,,AUBURN GRESHAM,Multifamily Housing,64220,2001,1,,3,2512068.3,4030304.3,,,101.9,188.7,107.7,194,677.1,10.5
"Fifth Praire Shores, LLC",60616,,DOUGLAS,Multifamily Housing,289267,1960,1,,34,4673958.9,30295837.7,,,120.9,160.7,133.6,172.8,2470.7,8.5
Nixon-CPS,60639,1.5,HERMOSA,K-12 School,130113,1902,1,974,35,3142170.5,7605008.7,,,82.6,129,80.4,126.6,926.7,7.1
Ainslie Park Condominium Association,60640,,Uptown,Multifamily Housing,52760,1923,1,,91,1485653,1156815,,,50.1,111.4,52.4,117.3,335.3,6.4
The New York Private Residences (242935),60613,,LAKE VIEW,Multifamily Housing,623956,1987,1,,99,7124433.4,26946613.5,,,54.6,81.2,59.2,86,2744.4,4.4
87th Street Center,60620,,CHATHAM,Retail Store,174739,1983,1,,,15614875,2078449,,,101.3,293.1,101.8,292.5,3248,18.6
999 Lake Shore Drive,60611,,NEAR NORTH SIDE,Multifamily Housing,111220,1912,1,,59,2275264.9,7082477.9,,,84.1,131.1,91.8,137.7,795.6,7.2
LaneTechHS-CPS,60618,,NORTH CENTER,K-12 School,716630,1932,1,,15,13097409,37018172,,,70,112,66,107,4598,6.42
Alcott Eleme-CPS,60614,2,LINCOLN PARK,K-12 School,70993,1937,1,1949,50,1328104.6,4992912.5,,,89,126.2,86.8,123.9,486.1,6.8
Thorek Memorial Hospital,60613,,UPTOWN,Hospital (General Medical & Surgical),205000,1981,2,,93,16073529,18581635,,,169,341.4,173.6,346.1,3958.9,19.3
1540 North State Parkway Condominium Association,60610,,NEAR NORTH SIDE,Multifamily Housing,99000,2006,1,,78,1718893.9,5627199.2,,,74.2,114.2,80.4,118.1,615.7,6.2
Northwest Armory,60651,,WEST TOWN,Other,204256,1940,1,,,4008274,10247838,,,69.8,114.3,75.8,120.6,1285.4,6.3
4320 4326 W MADISON ST,60624,0,WEST GARFIELD PARK,,66974,,1,,,,,,,,,,,,
Spertus Institute for Jewish Learning and Leadership,60605,,LOOP,College/University,142776,2007,1,,,8109550,56961,,,57.2,178.8,,,1502.4,10.5
The Belmont by Reside,60657,4,LAKE VIEW,Multifamily Housing,475020,1924,1,7862,80,8576102.9,19442967.3,,,59,93.5,56.9,91.3,2459.5,5.2
Chapin Hall,60637,1,WOODLAWN,College/University,65745,1938,1,725,,3055879.3,,8234182.2,,171.7,280.8,173.7,282.6,1055.1,16
Loyola Park,60626,,ROGERS PARK,Other - Recreation,56220,1950,1,,,814534,2676393,,,62.1,95.5,63.2,96.7,306,5.4
Grand Kingsbury LLC,60654,,NEAR NORTH SIDE,Multifamily Housing,497185,2007,1,,42,15584883.2,27035586.4,,,85.7,155.5,91.3,159.4,4308.6,8.7
Drexel Towers 4917,60615,,Kenwood,Multifamily Housing,71000,1970,1,,97,1081778,4259439,,,75.2,110.8,80.5,117,426.3,6
Rogers Eleme-CPS,60645,,WEST RIDGE,K-12 School,59810,1937,1,,78,1360425,2512730,,,64.8,115.5,70,121.1,385,6.4
Walsh John-CPS,60608,1,LOWER WEST SIDE,K-12 School,73288,1992,1,794,28,2608264.2,3660570,,,85.5,152.1,84.3,151.2,628.4,8.6
YUSUF INDIANA,60647,,NEAR SOUTH SIDE,Office,125265,1994,1,,16,12068168.9,1425486.8,,,107.7,314.5,107.5,310.8,2300.1,18.4
Carmen Marine Tenant Chicago Il,60640,,UPTOWN,Multifamily Housing,367000,1971,1,,78,6116296.6,24266935,,,82.8,121.8,90.9,130.2,2416.3,6.6
"Barclay Condominium Home Owners' Association, Inc",60615,,KENWOOD,Multifamily Housing,146840,1928,1,,79,1472715,10050491,,,78.5,103.4,83.6,109,806.1,5.5
2019 - 4048 S. Lake Park,60653,4,OAKLAND,Multifamily Housing,55828,1972,1,5316,100,521924.1,,,,9.3,26.2,9.3,26.2,86.8,1.6
222 South Riverside Plaza,60606,4,NEAR WEST SIDE,Office,1237455,1971,1,,82,62123000.5,36795560,,,79.9,171.8,78.9,170.7,12289.4,9.9
8507-Jefferson Park (Elston),60630,,JEFFERSON PARK,Supermarket/Grocery Store,63165,2013,1,,56,10797110.2,8813999.8,,,310.5,683.3,318.6,687.4,2458.3,38.9
Renaissance Ohare,60631,,OHARE,Hotel,314254,2003,1,,47,15958869.1,19552719.7,,,113,224.8,116.2,225.5,3980.1,12.7
1212 Lake Shore Drive Condominium,60610,,NEAR NORTH SIDE,Multifamily Housing,381912,1969,1,,99,9022771.3,2510622.1,,,30.2,81.1,30.7,81.6,1796.4,4.7
Azuela-CPS,60629,2,WEST LAWN,K-12 School,104990,2010,1,70,49,3450988.9,3053305.3,,,62,122.6,61,121.4,736.3,7
Parkside Terrace Apartments,60644,4,AUSTIN,Multifamily Housing,85000,1920,2,1815,96,1123435.8,4041145,,,60.8,86.9,61.6,87.8,401.5,4.7
Brewery Apartments,60657,,LAKE VIEW,Multifamily Housing,60500,1898,1,,54,1746050.1,2384834.4,,,68.3,132,72,135.9,448.5,7.4
One Superior Place,60654,,NEAR NORTH SIDE,Multifamily Housing,657140,1999,1,,57,23297180,38582021,,,94.2,173,97.7,176.7,7687,11.7
190 South LaSalle,60603,4,LOOP,Office,882560,1985,1,11684,60,61886583,886021.5,,,71.2,197.5,69.8,193.7,10346.8,11.7
Spertus Institute for Jewish Learning and Leadership,60605,,LOOP,College/University,142776,2007,1,,,8358642.5,123573.1,,,59.4,184.7,59.4,184.7,1547.2,10.8
Ratner Athletics Center,60637,,HYDE PARK,Fitness Center/Health Club/Gym,168984,2003,1,,,10280881,,21051414,7389600,229.1,384.6,229.2,385.1,3688.1,21.8
EnV Chicago,60654,,NEAR NORTH SIDE,Multifamily Housing,393986,2009,1,,51,12027634,10210499,,,56.5,123.1,,,2960,7.5
NMH Prentice Womens Hospital,60611,,NEAR NORTH SIDE,Hospital (General Medical & Surgical),945000,2007,1,,55,83717207,113339996,,,208.5,404.1,211.2,405.5,22840,24.2
CHICAGO WEST LOOP (2781),60607,,NEAR WEST SIDE,Retail Store,169048,2012,1,,58,11970982,4456900,,,97.2,250,100.2,253.2,2450.1,14.5
441 W. Oakdale Apartments,60642,1,LAKE VIEW,Multifamily Housing,61720,1971,1,,30,1008747.6,4941112.9,,,96.4,129.8,97.8,131.3,430.3,7
American Asia,60640,,UPTOWN,Strip Mall,61375,1995,1,,,5852729.8,5084373.2,,,178.2,386.4,188.3,397,1348.8,22
Beasley Acad-CPS,60630,,WASHINGTON PARK,K-12 School,154984,1978,1,,56,4545378,6638338,,,72.2,137.1,77.1,142.3,1193,7.7
11 East Adams,60603,,LOOP,Office,161166,1961,1,,38,8659720.8,14133711.3,,,141.4,260.8,154.1,274.1,2346.9,14.6
Cityfront Place,60611,,NEAR NORTH SIDE,Multifamily Housing,474551,1991,1,,44,13434869,25197759,,,81.4,144.6,87.2,151.8,3822.4,8.1
833 West Jackson,60607,,NEAR WEST SIDE,Office,79197,1930,1,,95,2527705.1,893338.2,,,43.2,112.1,44.9,113.8,513.4,6.5
1400 State Parkway Condominium Association,60610,1,Near North Side,Multifamily Housing,95000,1962,1,2951,8,2175030.6,12042469.6,,,149.7,197.2,151.3,197.7,1001.5,10.5
Saint Luke Church & Academy,60657,,LAKE VIEW,Other - Education,64000,1884,1,,,1150496.7,,,,18,56.4,18,56.4,212.1,3.3
03477-Pueblo & Lawrence,60656,,OHARE,Supermarket/Grocery Store,52748,1965,1,,76,7883961.7,2846500.1,,,203.4,526,208,527.8,1604.4,30.4
02502-Clybourn & Wrightwood,60614,2,LINCOLN PARK,Supermarket/Grocery Store,85209,2013,1,19,43,12518730.4,7801499.6,,,238.5,507.5,235.7,503.9,2497,29.3
20 West Kinzie,60654,,NEAR NORTH SIDE,Office,392653,2000,1,,31,34032305,1956787,,,91.7,277.4,92.3,279.3,6942,17.7
180 N Wacker Dr,60606,0,LOOP,,70909,,1,1250,,,,,,,,,,,
Warren Project,60612,1.5,Near West Side,Multifamily Housing,78628,2014,1,1684,40,1350735.7,6219406.8,,,96.3,131.2,92.9,126.5,555.1,7.1
Metropolitan Condominiums,60640,,EDGEWATER,Multifamily Housing,370000,1984,1,,7,18154013,4824900,,,62.1,167.8,64.1,173.5,3904,10.6
congress plaza hotel,60605,3,LOOP,Hotel,600700,1873,1,54648,69,15817557.7,51598100.8,,,112.2,163.9,109.6,160.2,5372.1,8.9
ASPIRA Early College High School,60641,,AVONDALE,K-12 School,58000,1945,1,,45,2169046,704825,,,49.5,130.2,51.3,130.9,438.5,7.6
Instituto Health Sciences Career Academy,60608,,LOWER WEST SIDE,K-12 School,93000,2011,1,,,,,,,,,,,,
CHICAGO BRICKYARD (1924),60707,2.5,BELMONT CRAGIN,Retail Store,139940,2004,1,1620,54,8238663,4323199.8,,,89.8,197.3,89.5,197,1600.2,11.4
Cook County Department of Corrections Campus,60608,,SOUTH LAWNDALE,Prison/Incarceration,4570176,1926,57,,,188712261,557920205,,,163,258,156,250,67549,14.78
The Park Monroe Condominium Homes Association,60603,,LOOP,Multifamily Housing,480820,2009,1,,37,18303074,4985342,,,48.4,130.4,50.6,135.6,3648.9,7.6
Montclare Senior Residences of Avalon Park Phase II,60619,4,Avalon Park,Multifamily Housing,102573,2015,1,6366,95,1861675.9,4154089,,,58.6,93.3,59,93.7,530.4,5.2
Cabrini Rowhouses,60610,,NEAR NORTH SIDE,Multifamily Housing,744162,1943,1,,100,3144445,669325,,,5.1,14.2,5.2,14.3,667,0.9
Dearborn I LLC,60610,,NEAR NORTH SIDE,Multifamily Housing,72115,1929,1,,54,3031477,1974845,,,69.4,160.7,72.7,169.8,665.4,9.2
"MAM 7301 Sheridan, LLC",60626,,ROGERS PARK,Multifamily Housing,74884,1922,1,,63,1716540,5277539,,,93.4,146,101.3,154.3,597.7,8
Holiday Inn Downtown Chicago,60607,,NEAR WEST SIDE,Hotel,150937,1967,1,,52,6298126,8808748,,,100.1,192.3,105.7,200.6,1632.4,10.8
4840 N LINDER AVE,60630,0,JEFFERSON PARK,,65868,,1,3096,,,,,,,,,,,
Mcclellan El-CPS,60609,1,BRIDGEPORT,K-12 School,58108,1883,1,10212,30,1360926,4639487.7,,,103.3,149.4,99.9,145.9,472.8,8.1
Belding Elem-CPS,60641,,IRVING PARK,K-12 School,73840,1901,1,,99,71860,3099047,,,42.9,47.1,44,48.2,179,2.4
CCC District Office,60606,,LOOP,Office,226546,1904,1,,83,9853685,8407012,,,80.6,175.5,83.5,177.3,2426,10.7
123 N Wacker,60606,,LOOP,Office,587815,1986,1,,83,33002501.8,,,,56.1,176.3,57.3,179.9,6083.1,10.3
Shop & Save Market - Archer,60638,,GARFIELD RIDGE,Supermarket/Grocery Store,67169,1985,1,,73,8992183,3348774,,,183.7,472.7,183.7,472.6,1840.5,27.4
Grand on Grand Condominium Association,60654,1,NEAR NORTH SIDE,Multifamily Housing,192102,2004,1,3380,18,6241732,12549211.2,,,97.8,159.6,98.6,159.6,1704.9,8.9
Hektoen Building,60612,4,NEAR WEST SIDE,Laboratory,184535,1964,2,,,1179379.3,19243597.3,,,110.7,127.4,109.1,125.6,1218.3,6.6
1540 N State,60610,,NEAR NORTH SIDE,Multifamily Housing,104000,1970,1,,81,1464922,5810341,,,70,102.9,75.8,108.5,579.5,5.6
HAYMARKET CENTER,60607,,Near West Side,Residential Care Facility,150000,1890,1,,,8584281.5,6377993.8,,,99.7,224.3,103.1,225.3,1921,12.8
7311 7339 S COTTAGE GROVE AVE,60619,0,GREATER GRAND CROSSING,,50710,,1,1912,,,,,,,,,,,
"06620-Chicago, IL",60611,1,NEAR NORTH SIDE,Retail Store,176600,2000,1,,2,18445316.4,1462000,,,112.7,301.1,112.5,300.9,3146.3,17.8
#1976 Lincoln Park,60614,,LINCOLN PARK,Retail Store,80069,2003,1,,26,6849429.6,929546.1,,,97.2,280.8,96.4,274.3,1311.9,16.4
Beaubien Ele-CPS,60630,,JEFFERSON PARK,K-12 School,117451,1904,1,,68,2015597,6981440.7,,,76.6,116.3,84.1,124.2,742.3,6.3
332 Property LLC,60604,,LOOP,Office,529401,1910,1,,,21716977,30585062,,,99,190,95,186,5988,11.31
Wentworth Condo,60616,3.5,ARMOUR SQUARE,Multifamily Housing,63983,2004,1,3876,74,2070497.1,2397351.8,,,69.8,130,67.3,125.9,471.8,7.4
PrietoDrJorg-CPS,60639,2.5,BELMONT CRAGIN,K-12 School,115458,1946,1,1757,37,4047502.1,3215146.5,,,62.9,127.4,62.2,126.7,844.1,7.3
Student Center,60614,,LINCOLN PARK,College/University,149381,2001,1,,,11716549,12076543,,,159.3,331.2,164.5,336.6,2995,20.1
Elm Street Plaza,60610,,NEAR NORTH SIDE,Multifamily Housing,380277,1976,1,,36,9650705.5,27948076.8,,,98.9,156.9,104.3,159.4,3263.3,8.6
111 Morgan CA,60607,,NEAR WEST SIDE,Multifamily Housing,176538,2003,1,,66,5782551.8,6187997.1,,,67.8,139.7,69.9,139.1,1394.5,7.9
Landmark West Loop,60607,2.5,NEAR WEST SIDE,Multifamily Housing,250817,2017,1,7314,55,10074472.5,6031367.7,,,64.2,137.7,63.5,135.8,1996.4,8
121 West Wacker Drive,60601,,LOOP,Office,518217,1930,1,,83,17445078.3,19984889,,11947800.3,95.3,169.3,98.5,172.8,4906.6,9.5
7100 South Shore,60649,,SOUTH SHORE,Multifamily Housing,185630,1923,1,,59,1662698.3,14627455.4,,,87.8,110.9,96,119.6,1083.4,5.8
Canterbury Court Apartments,60610,,NEAR NORTH SIDE,Multifamily Housing,99680,1928,1,,51,2277835.5,9021425.7,,,113.4,166.8,121.7,174.6,899,9
Streeterville Center,60611,,NEAR NORTH SIDE,Multifamily Housing,240000,1968,1,,38,7564417.6,8709321,,,67.8,137.1,71.3,140.2,1856.9,7.7
(ILCH175) - North Harbor Tower,60601,,LOOP,Multifamily Housing,605561,1988,1,,1,43427867.8,34761599.9,,,129.1,285.5,133.5,299.3,9851,16.3
Harrison Street Lofts Condominium Association,60605,,LOOP,Multifamily Housing,142500,1925,1,,46,2924050,5390604,,,58.3,104.2,62.7,109.7,827,5.8
1001 W BELMONT AVE,60657,0,LAKE VIEW,,79012,,1,1829,,,,,,,,,,,
19 South LaSalle Building,60603,2.5,LOOP,Office,161339,1893,1,2397,,8662644.9,,,,,,,,,
Roosevelt Collection,60605,,LOOP,Mixed Use Property,1086996,2009,1,,88,32304642,15406999.4,,,43.9,108.2,45.8,111.9,6772.8,6.2
280 S. Columbus Dr.,60603,1,LOOP,College/University,142184,1973,1,23773,,7021377.4,14526428.2,,8408879.7,210.7,299.4,211.5,300.4,2382.8,16.8
Gary Element-CPS,60623,,SOUTH LAWNDALE,K-12 School,132193,1911,1,,47,3447979.5,5793795.9,,,69.9,127.9,78.7,140.9,943.3,7.1
Castellanos-CPS,60623,,AUSTIN,K-12 School,84116,1903,1,,35,1453094,3366431,,,57.3,96.3,65.5,104.9,447.5,5.3
Northwest Armory,60651,,WEST TOWN,Other,204256,1940,1,,,3722713.8,8957739.7,,,62.1,103.3,67.5,108.9,1162,5.7
CICS Longwood,60643,2,WASHINGTON HEIGHTS,K-12 School,165520,1952,5,,44,2164665.9,16536830.1,,,113,141.5,114,142.6,1238.5,7.5
1819 S Michigan Avenue Condominium Association,60616,,NEAR SOUTH SIDE,Multifamily Housing,114750,2005,1,,46,4280763.4,5793518.2,,,87.8,170.2,91.4,171,1096.8,9.6
Sixty Thirty Condominium Association,60660,,EDGEWATER,Multifamily Housing,295000,1950,1,,94,4786340,11986191,,,56.9,93.6,62.5,99.2,1521.6,5.2
(IL616) - Astor Terrace,60610,,NEAR NORTH SIDE,Multifamily Housing,67568,1972,1,,16,3443369.9,1831512.7,,,78.1,188.5,84,202.4,732,10.8
(IL614) - Constellation Condominium Association,60610,,NEAR NORTH SIDE,Multifamily Housing,96824,1962,1,,15,2342478,9065121,,,117.8,174.3,127.9,184.8,914.6,9.4
1623 Belmont Ashland Assoc LP,60645,1.5,LAKE VIEW,Multifamily Housing,56880,1928,1,2378,37,627032.8,5484138.6,,,107.4,132.1,111.3,135.8,395.6,7
Sherwood Ele-CPS,60621,1,ENGLEWOOD,K-12 School,52237,1951,1,761,24,1455576.3,4096507.8,,,106.3,160.4,101.7,155.5,459.7,8.8
Marina Towers Condominium Association,60654,1.5,NEAR NORTH SIDE,Multifamily Housing,768027,1962,2,23174,40,40125290.6,,,,52.2,146.3,51,142.8,6675.4,8.7
15 South Throop Condominium Association,60607,,NEAR WEST SIDE,Multifamily Housing,73000,2001,1,,99,1746705,21068,,,24.2,75.4,24.2,75.5,324.1,4.4
Lavergne Court,60644,,AUSTIN,Multifamily Housing,144765,1930,6,,41,2864196,11027539,,,96,142.1,103.8,151.8,1115.3,7.7
Sheridan Shores,60613,4,LAKE VIEW,Multifamily Housing,60918,1970,1,1913,91,776758.9,3321699.9,,,67.3,93,66.1,91.7,305.7,5
Sheridan Park,60640,1.5,UPTOWN,Multifamily Housing,55300,1929,2,4880,36,974128.7,7365388.1,,,150.8,189.2,153,191.4,553.3,10
600 S Michigan Ave,60605,0,LOOP,,175129,,1,,,,,,,,,,,,
Advocate Healthcare Center (Beverly Center),60643,,BEVERLY,Medical Office,59345,1985,1,,35,6266489,,,,105.6,331.6,106.9,335.7,1158.6,19.5
LaneTechHS-CPS,60618,3.5,NORTH CENTER,K-12 School,713935,1932,1,,56,13291562,34409813.8,,,66.8,102.7,64.7,100.5,4038.9,5.7
Wentworth ES-CPS,60636,,WEST ENGLEWOOD,K-12 School,102616,1905,1,,28,2057992,6900217,,,87.3,133.6,97.2,143.9,747,7.3
(IL296) - 1400 Museum Park Condo,60605,4,NEAR SOUTH SIDE,Multifamily Housing,539763,2008,1,11210,71,12862707.7,27040741.8,,,73.9,119.3,74.6,119.7,3576.2,6.6
LaSalle Terrace Condominium Association,60610,,NEAR NORTH SIDE,Multifamily Housing,151000,1976,1,,19,3946254,10929773,,,98.5,158.1,105.1,165.2,1310.2,8.7
"73rd St Apts., LLC",60649,,SOUTH SHORE,Multifamily Housing,95400,1967,1,,29,1142914,11066025,,,128,159.4,138.5,170.4,799.1,8.4
Bass Element-CPS,60621,,ENGLEWOOD,K-12 School,85881,1895,1,,20,2461845,5747047,,,95.6,160.3,102.6,169,800,9.3
4401-09 N. Malden St.,60640,4,UPTOWN,Multifamily Housing,50000,1918,1,1465,100,331325.6,1966534.2,,,46,59.9,46.7,60.6,159.6,3.2
Parkway Gardens,60637,,GREATER GRAND CROSSING,Multifamily Housing,938000,1952,36,,90,10975104,61920679,,,77.7,106.1,83.7,112.8,5318.1,5.7
Kimpton Hotel Allegro Chicago,60601,,LOOP,Hotel,315646,1926,1,,11,10926046,40188566,,21705647,230.7,311.1,235.1,315.9,,
3318 N Lake Shore - 2017 Resubmit,60657,,LAKE VIEW,Multifamily Housing,116213,1901,1,,100,1422599.3,,,,12.2,38.4,12.2,38.4,263,2.3
Tree Studios,60654,,NEAR NORTH SIDE,Retail Store,55500,1912,1,,,1518179.6,2395499.9,,,70.5,131.2,73.8,133.3,407.1,7.3
633 St Clair,60611,,NEAR NORTH SIDE,Hotel,632163,1991,1,,59,46170877,,,,73,229.3,75,235.4,8536.8,13.5
One Museum Park East Condominium Association,60605,,NEAR SOUTH SIDE,Multifamily Housing,952287,2008,1,,76,20162003,40079098,,,63.3,110.7,67.4,115.5,5856.6,6.2
5460 Woodlawn,60615,4,HYDE PARK,Multifamily Housing,77700,1915,1,1111,68,1066649.2,4722199.6,,,74.5,102.3,75.2,103,428.3,5.5
03187-119th and Marshfield,60643,,MORGAN PARK,Supermarket/Grocery Store,62614,2008,1,,63,10149178.2,5512999.9,,,250.1,601.4,258.4,606.3,2163.5,34.6
339 W. Barry Condominium Association,60657,,LAKE VIEW,Multifamily Housing,118000,1967,1,,26,2988591,9621726,,,106.9,165.1,115.4,174.1,1063.6,9
70800552 -- Chicago,60601,2,WEST ENGLEWOOD,Supermarket/Grocery Store,63284,2006,1,1369,48,8308465.7,6164789,,,228.7,469.9,229.2,470.2,1709.7,27
Orozco Eleme-CPS,60608,,LOWER WEST SIDE,K-12 School,107722,1999,1,,28,4333321.9,5300389,,,89.4,178,97.4,186.3,1080.3,10
The Mark Condominium Association,60613,,UPTOWN,Multifamily Housing,125000,2007,1,,79,2997841.5,1363451.4,,,34.9,86.8,34.1,84.2,625,5
Freedom Center,60651,,Humboldt Park,Multifamily Housing,184000,2015,1,,22,8885680.5,11203500.6,,,109.2,215.6,114.2,217.5,2232.9,12.1
Young-CPS,60607,1,NEAR WEST SIDE,K-12 School,430443,1975,1,6823,5,27151798.6,47197784.6,,,172.7,291.8,173.3,290.9,7024,16.3
Burnham 600,60661,,NEAR WEST SIDE,Office,103863,1912,1,,81,4658267,5615497,,,98.9,197.6,108,210.6,1159.6,11.2
2 East Erie,60611,,NEAR NORTH SIDE,Multifamily Housing,398623,2002,1,,11,15171273.8,17030573,,2838179.7,87.9,171.5,91.2,176.8,,
111 South Wacker,60606,,LOOP,Office,1248730,2004,1,,80,87014155,,,,69.7,218.8,70.8,222.3,17482,14
Buena Terrace,60613,4,UPTOWN,Multifamily Housing,91524,1933,1,3086,65,1381835.4,7249408.3,,,94.3,125.4,95.3,126.5,614.9,6.7
"Brown Elementary, William H -CPS",60612,,NEAR WEST SIDE,,65400,,1,557,,,,,,,,,,,
Admirals Pointe Condominium Association,60654,,NEAR NORTH SIDE,Multifamily Housing,212211,2001,1,,22,5229572,12815000,,4746456,107.4,163.2,112.8,168.9,1897.7,8.9
The Residences at Hudson & Huron Condominium Association,60654,4,NEAR NORTH SIDE,Multifamily Housing,218635,2007,1,5699,93,3605487.7,7194722.3,,,49.4,80.7,48,78.8,982,4.5
909 W. Washington Condominium Association,60607,,NEAR WEST SIDE,Multifamily Housing,214000,2004,1,,79,4451353,6973722,,,53.4,99.5,56.9,103.8,1193.4,5.6
Anchor House,60620,,AUBURN GRESHAM,Multifamily Housing,143488,1930,1,,98,1336477,4325800,,,39.5,60.9,42.3,63.8,476.9,3.3
Waters Fine-CPS,60625,,LINCOLN SQUARE,K-12 School,62847,1911,1,,61,1275764.9,3549727.1,,,76.8,123,83.9,130.5,423.7,6.7
412 S WELLS ST,60607,0,LOOP,,60200,,1,,,,,,,,,,,,
Grace Shores,60613,,LAKE VIEW,Multifamily Housing,52953,1973,1,,48,1971951.8,7364422.6,,,176.3,263,186.7,273.9,754.6,14.3
Clargran,60654,2.5,NEAR NORTH SIDE,Hotel,343240,2013,1,17611,32,18905209.6,23231799.9,,,122.8,225.3,122.5,224.7,4379.1,12.8
Chicago Transit Authority - 120 N. Racine,60607,,NEAR WEST SIDE,Office,125763,1994,1,,79,6940373,6509011,,,106.9,227.6,106.7,227.1,1629,13
The Flamingo,60637,,HYDE PARK,Multifamily Housing,165000,1920,1,,76,1829807.8,12430221.7,,,86.4,113.9,92.8,120.6,997.5,6
Dearborn Plaza,60610,4,NEAR NORTH SIDE,Multifamily Housing,79152,1929,1,3910,83,1615759.4,7862608.6,,,119.7,161.5,120.2,160.9,686.4,8.7
542 S Dearborn,60605,,LOOP,Office,85227,1890,1,,64,3719657,4309056,,,94.2,190.1,100.3,196.5,916.6,10.8
South Commons - 3001 S Michigan,60616,,DOUGLAS,Multifamily Housing,208042,1964,1,,45,3709038.5,17821725.3,,,103.5,145.9,113.6,155.9,1630.3,7.8
Olympia Lofts Condominium Association,60607,,Near West Side,Multifamily Housing,122850,1910,1,,86,1683897,5043508,,,54.8,86.1,58.6,90.9,579.2,4.7
155 North Wacker,60606,,LOOP,Office,1334888,2009,1,,80,81559800,,,35212189,88,218,85,210,18242,13.67
226-Senior Suites-Gage Park,60629,,GAGE PARK,Senior Care Community,60000,2005,1,,35,1792050.6,3970000.2,,,96,163.3,101,166.2,541.2,9
,60649,,SOUTH SHORE,,70000,,1,15034,,,,,,,,,,,
(IL592) - The Conservatory,60614,,LINCOLN PARK,Multifamily Housing,113870,1978,1,,6,6113413.5,1500935.4,,,66.9,182.4,69.5,190.3,1206.6,10.6
601 South LaSalle,60605,,LOOP,Office,80000,1917,1,,33,7640802.1,241253.8,,,98.5,303.1,97.7,299.5,1421.2,17.8
444-454 W. Melrose St.,60657,,LAKE VIEW,Multifamily Housing,57863,1967,1,,50,887410,4190492,,,87.8,124.2,93.7,130,386.7,6.7
Hope College Prepa HS -CPS,60621,,ENGLEWOOD,,159500,,1,1788,,,,,,,,,,,
British School,60622,,NEAR NORTH SIDE,K-12 School,82901,2007,1,,93,2016441.8,,,,24.3,76.4,24.3,76.4,371.7,4.5
550 West Jackson,60661,3.5,NEAR WEST SIDE,Office,433994,2001,1,3255,68,26965220.2,,,,62.1,174,62.1,174,4486,10.3
150-160 E. Huron,60611,,NEAR NORTH SIDE,Hotel,359801,1972,1,,21,22436087,28762217,,,142.3,279.7,145.3,282.9,6035,16.8
5000 Marine Drive Corporation,60640,,UPTOWN,Multifamily Housing,121500,1925,1,,41,1587464,10022831,,,95.6,127.6,104,136.5,825.9,6.8
Hard Rock Hotel,60601,,LOOP,Hotel,399000,1929,1,,42,18309730,22007699,,,101,202,103.8,204.1,4848,12.1
Erie Elementary Charter School,60622,3,WEST TOWN,K-12 School,58856,2013,1,442,67,1521527.8,2118387.6,,,61.8,110.2,62.3,110.7,365.6,6.2
One Museum Park East Condominium Association,60605,,NEAR SOUTH SIDE,Multifamily Housing,952287,2008,1,,72,21361160,41952028,,,66.5,116.7,69,119.3,6520,6.8
2019 - 6900 S Crandon,60649,4,SOUTH SHORE,Senior Care Community,129595,1948,1,15768,100,764768.1,,,,5.9,16.5,5.9,16.5,127.2,1
Wrigley GIC,60622,,NEAR NORTH SIDE,Office,191780,2005,1,10849,,22885631.7,32320900.7,,,287.9,511.1,289.3,512.2,5524.1,28.8
